LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,DIC
-98.16,24.84,TAMPS,FD2TP,"SAN FERNANDO, TAMPS. AUTOMATICA",104.1
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,120.5
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,157.5
-97.52,25.83,TAMPS,MATTP,MATAMOROS,90
-97.84,22.28,TAMPS,MDRTP,MADERO,115.4
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,104.2
-98.72,22.79,TAMPS,MGSTP,MAGISCATZIN,59.9
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,119.5
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,119
-98.9,24.05,TAMPS,PADTP,PADILLA,120.2
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,100.4
-99.55,24.23,TAMPS,PJMTP,PRESA PEDRO J. MENDEZ,8.3
-99,22.85,TAMPS,RFRTP,RIO FRIO,93
-98,25.97,TAMPS,RIBTP,RIO BRAVO,129.5
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,133.4
-99.09,23.02,TAMPS,SBNTP,SABINAS,78
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,85.9
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,69.2
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,138
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,69
-97.88,22.24,TAMPS,TMPTP,TAMPICO,113.2
-98.42,22.42,TAMPS,TMSTP,TAMESI,80.3
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,113.6
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,119.5
-98.1,19.4,TLAX,APITL,APIZACO,19
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,20.8
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,14.8
-97.65,19.32,TLAX,ECTTL,EL CARMEN TEQUEXQUITLA,3.5
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,17.6
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,11.2
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,9
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,20
-98.24,19.22,TLAX,ZACTL,ZACATELCO,3
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,18
-96.84,19.7,VER,ACAVC,ACATLAN,31
-96.59,19.5,VER,ACTVC,ACTOPAN,6.3
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,71
-97.23,19.76,VER,ALTVC,ALTOTONGA,88.5
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,93.3
-96.94,19.59,VER,BANVC,BANDERILLA,52
-96.93,19.48,VER,BRIVC,BRIONES,41.2
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,5.2
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",0
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),116.4
-94.4,18.1,VER,COTVC,COATZACOALCOS,92.9
-96.37,19.36,VER,CRDVC,CARDEL,0.4
-96.65,19.32,VER,CRRVC,CARRIZAL,0
-96.36,19.41,VER,ENRVC,EL NARANJILLO,0
-98.33,20.25,VER,ESPVC,EL ESPINAL,75.1
-96.16,19.07,VER,ETEVC,EL TEJAR,1.2
-98.44,21.78,VER,HGOVC,EL HIGO,103.6
-98.27,21.16,VER,HLSVC,LOS HULES,103.4
-96.95,19.18,VER,HTSVC,HUATUSCO,25.4
-96.55,19.4,VER,IDOVC,IDOLOS,1
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,58.1
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,235.5
-97.02,19.6,VER,JOYVC,LA JOYA,73.9
-94.3,18.1,VER,LCAVC,LA CANGREJERA,408
-97.23,18.92,VER,LGRVC,LOMA GRANDE,8
-96.98,20.05,VER,LIBVC,LIBERTAD,53.8
-96.39,19.26,VER,LOFVC,LOMA FINA,0
-94.92,17.42,VER,LPEVC,LAS PERLAS,57.8
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,16.1
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,76.6
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,0
-96.83,19.93,VER,MZNVC,MISANTLA,128.3
-96.87,19.65,VER,NAOVC,NAOLINCO,16.4
-98.51,21.84,VER,OLVVC,EL OLIVO,102.6
-97.1,18.85,VER,ORZVC,ORIZABA,29.6
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,239.5
-96.14,19.04,VER,PDTVC,PASO DEL TORO,0.1
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,60.1
-98.17,22.05,VER,PNCVC,PANUCO,130.6
-97.32,20.45,VER,PPNVC,PAPANTLA,83.8
-97.48,20.54,VER,PRCVC,POZA RICA,79
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,121.4
-95.63,18.72,VER,RALVC,RADAR ALVARADO,12.3
-96.71,20.16,VER,RAUVC,EL RAUDAL,113.3
-96.55,19.35,VER,RNCVC,RINCONADA,0
-97.78,20.88,VER,SBTVC,SOMBRERETE,52.6
-95.18,18.45,VER,SIHVC,SIHUAPAN,0.3
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,9.4
-95.03,18.52,VER,SONVC,SONTECOMAPAN,160.6
-96.49,19.34,VER,TAMVC,TAMARINDO,0
-96.97,19.38,VER,TCOVC,TEOCELO,19
-94.16,17.57,VER,TMOVC,TIERRA MORADA,290.5
-98.38,21.52,VER,TMPVC,TEMPOAL,129.2
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,77.9
-98.14,21.04,VER,TRRVC,TERRERILLOS,10.4
-97.4,20.96,VER,TXPVC,TUXPAN,104.7
-95.7,18.08,VER,VAZVC,VILLA AZUETA,18
-96.11,19.15,VER,VERVC,VERACRUZ,1.5
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,0
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,30.5
-96.85,19.55,VER,XCFVC,XALAPA CFE,32.6
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,30.1
-89.35,19.83,YUC,BECYC,BECANCHEN,82
-89.58,20.5,YUC,CANYC,CANTAMAYEN,26.1
-88.47,20.39,YUC,CHIYC,CHANCHICHIMILA                      *,103
-89.68,20.65,YUC,CHOYC,CHOCHOLA,49.9
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,53.7
-87.78,21.52,YUC,CYOYC,EL CUYO,79
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,53.1
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,39.2
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,39
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,64
-89.28,21.08,YUC,MTOYC,MOTUL,32.5
-89.71,20.49,YUC,MUNYC,MUNA,29.2
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,50.2
-88.95,19.96,YUC,PETYC,PETO,73
-89.6,21.3,YUC,PROYC,PROGRESO,64
-88.15,21.59,YUC,RLAYC,R.LAGARTO,57.4
-89.54,20.4,YUC,TICYC,TICUL,42.5
-88.17,21.16,YUC,TIZYC,TIZIMIN,83
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",48.6
-88.2,20.7,YUC,VALYC,VALLADOLID,56.5
-103.23,22.33,ZAC,ACHZC,ACHIMEC,98.4
-103.46,21.81,ZAC,ATGZC,ATOLINGA,143.7
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,120
-102.89,22,ZAC,CHIZC,EL CHIQUE,78.3
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,0
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,99
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,42.9
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,78.2
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),107.5
-102.89,23.17,ZAC,FREZC,FRESNILLO,0
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,141
-102.51,22.75,ZAC,GPEZC,GUADALUPE,74.7
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,83
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,9.4
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,88.8
-103,22.64,ZAC,JERZC,JEREZ,97.5
-102.57,22.78,ZAC,LBUZC,LA BUFA,45.6
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,72.6
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,83
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,71.6
-103.38,22.84,ZAC,LOBZC,LOBATOS,93
-101.99,22.26,ZAC,LORZC,LORETO,82.8
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,65.7
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,24.5
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,88
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,92.8
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,72.6
-102.8,22.35,ZAC,PALZC,PALOMAS,64.7
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,78.2
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,80.8
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,40
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,51.4
-103.51,24.29,ZAC,SGOZC,SANTIAGO,18.3
-103.64,23.64,ZAC,SOMZC,SOMBRERETE,42.5
-103.5,22.33,ZAC,STEZC,SANTA TERESA,100.7
-103.11,22.93,ZAC,STRZC,SANTA ROSA,90.1
-102.87,22.1,ZAC,TAYZC,TAYAHUA,105.5
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,46
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,126.6
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,90.3
-103.31,21.77,ZAC,TLLZC,TLATENANGO,106.2
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,70.1
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,93.9
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,62.4
-103.34,21.6,ZAC,VILZC,VILLITA,89.2
-102.51,22.75,ZAC,ZA2ZC,"ZACATECAS, ZAC. AUTOMATICA",3.5
-102.58,22.76,ZAC,ZACZC,ZACATECAS,82.8
