LON,   LAT,   ESTADO,     CVE_SIH,NOMBRE_ESTACION,ENE
-112.85,31.87,SON,NYNSO,SONOYTA,23.8
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,1.7
-110.71,29.23,SON,ORGSO,EL OREGANO,16.8
-109.08,29.43,SON,PDNSO,PASO NACORI,6.3
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,8
-110.43,29.4,SON,PMOSO,EL MOLINITO,19.4
-113.58,31.3,SON,PT2SO,PUERTO PE—ASCO,19.6
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,3
-112.12,30.7,SON,PTQSO,PITIQUITO,20
-111.02,30.05,SON,QRBSO,QUEROBABI,18.1
-110.57,29.71,SON,RAYSO,RAYON,31
-108.88,27.41,SON,SBNSO,SAN BERNARDO,6.1
-111.45,30.39,SON,SRSSO,SANTA ROSA II,23
-109.45,26.92,SON,TCRSO,3 CARLOS,0
-109.5,29.53,SON,TPCSO,TEPACHE,4.5
-109.21,27.66,SON,TSOSO,TESOCOMA,1
-110.29,27.64,SON,VCMSO,VICAM,0.8
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",4.8
-108.93,28.37,SON,YCRSO,YECORA,3
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,177.2
-93.41,17.81,TAB,CARTB,CARDENAS,165
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,129.5
-92.81,18.04,TAB,EPOTB,EL PORVENIR,150.8
-92.92,17.97,TAB,GABTB,GAVIOTAS,128.4
-93,17.98,TAB,GONTB,GONZALEZ,181
-92.6,17.77,TAB,MACTB,MACUSPANA,108.6
-92.93,17.98,TAB,OBSTB,OBSERVATORIO,129.5
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,146.8
-92.94,17.57,TAB,PUYTB,PUYACATENGO,511.8
-93.29,17.98,TAB,SAMTB,SAMARIA,195.7
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,427.8
-91.16,17.79,TAB,SPTTB,SAN PEDRO,257.7
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,323.8
-92.97,17.57,TAB,TEATB,TEAPA,485
-99.1,22.95,TAMPS,AHLTP,AHUALULCO,25.3
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,23.2
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,20.5
-99.22,24.1,TAMPS,BRRTP,EL BARRETAL,8.1
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,23.8
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,20
-99.25,26.92,TAMPS,CMRTP,MIER,33.5
-97.82,25.64,TAMPS,CONTP,CONTROL,70.5
-98.94,23.94,TAMPS,CORTP,CORONA,18
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,61.2
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),47.3
-99.08,23.38,TAMPS,ENNTP,LA ENCANTADA,18.4
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,1.2
-98.16,24.84,TAMPS,FD2TP,"SAN FERNANDO, TAMPS. AUTOMATICA",28.6
-98.16,24.84,TAMPS,FDOTP,SAN FERNANDO,22.4
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,17.8
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,34.5
-97.52,25.83,TAMPS,MATTP,MATAMOROS,63.6
-97.84,22.28,TAMPS,MDRTP,MADERO,16
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,29.9
-98.72,22.79,TAMPS,MGSTP,MAGISCATZIN,9.4
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,33.9
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,23.6
-98.9,24.05,TAMPS,PADTP,PADILLA,25.4
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,88.4
-98.9,24.14,TAMPS,PILTP,PILON,7.9
-99,22.85,TAMPS,RFRTP,RIO FRIO,9.1
-98,25.97,TAMPS,RIBTP,RIO BRAVO,53.2
-97.99,23.26,TAMPS,RSPTP,REPUBLICA ESPAÒOLA,5.7
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,33
-99.09,23.02,TAMPS,SBNTP,SABINAS,11.8
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,4.9
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,7
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,27.1
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,5.6
-97.88,22.24,TAMPS,TMPTP,TAMPICO,16.8
-98.42,22.42,TAMPS,TMSTP,TAMESI,8.4
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,63
-98.55,23.97,TAMPS,VGRTP,PRESA VICENTE GUERRERO,6.7
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,88.6
-98.1,19.4,TLAX,APITL,APIZACO,3
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,0
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,0
-97.65,19.32,TLAX,ECTTL,EL CARMEN TEQUEXQUITLA,0
-97.95,19.31,TLAX,HUATL,"Huamantla, Tlax.  SMN*",0.8
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,3.6
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,4
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,1
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,0
-98.24,19.22,TLAX,ZACTL,ZACATELCO,1
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,0
-96.84,19.7,VER,ACAVC,ACATLAN,37.2
-96.59,19.5,VER,ACTVC,ACTOPAN,3.5
-94.14,18.14,VER,AGDVC,AGUA DULCE (CENTRO),100.1
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,15.5
-97.23,19.76,VER,ALTVC,ALTOTONGA,25.2
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,29.9
-96.72,19.71,VER,ATZVC,ATZALAN,33.4
-96.94,19.59,VER,BANVC,BANDERILLA,91
-96.93,19.48,VER,BRIVC,BRIONES,64.3
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,7.4
-94.32,18.11,VER,CB2VC,PB2-LA CANGREJERA,98.5
-95.8,18.3,VER,CCLVC,CHACALTIANGUIS,18.2
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),13.7
-97.55,21.07,VER,CLHVC,CHALAHUITE,9.1
-96.94,19.45,VER,COAVC,COATEPEC,73.4
-94.4,18.1,VER,COTVC,COATZACOALCOS,72.1
-96.37,19.36,VER,CRDVC,CARDEL,1.6
-96.65,19.32,VER,CRRVC,CARRIZAL,2.9
-95.3,18.14,VER,CTTVC,COATOTOLAPAN,6.8
-96.36,19.41,VER,ENRVC,EL NARANJILLO,0
-96.16,19.07,VER,ETEVC,EL TEJAR,19.5
-95.56,18.27,VER,GARVC,GARRO,22.7
-98.44,21.78,VER,HGOVC,EL HIGO,6.7
-98.27,21.16,VER,HLSVC,LOS HULES,15.2
-96.95,19.18,VER,HTSVC,HUATUSCO,50.1
-98.48,20.53,VER,HUYVC,HUAYACOCOTLA,22.2
-96.55,19.4,VER,IDOVC,IDOLOS,0
-96.88,19.6,VER,INCVC,INGENIO CONCEPCION,47.3
-94.67,17.95,VER,JALVC,JALTIPAN,48.1
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,41.6
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,88.5
-97.02,19.6,VER,JOYVC,LA JOYA,39.2
-95.35,18.25,VER,LAUVC,LAUCHAPAN,40.4
-94.3,18.1,VER,LCAVC,LA CANGREJERA,90.5
-95.45,18.23,VER,LCEVC,LA CEIBILLA,14.3
-95.12,18.42,VER,LDCVC,CATEMACO,15.1
-97.23,18.92,VER,LGRVC,LOMA GRANDE,0
-96.98,20.05,VER,LIBVC,LIBERTAD,57.8
-94.92,17.42,VER,LPEVC,LAS PERLAS,66.9
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,12
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,35.1
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,0
-94.94,18.13,VER,MNZVC,MINZAPAN,15.1
-96.83,19.93,VER,MZNVC,MISANTLA,69
-96.87,19.65,VER,NAOVC,NAOLINCO,33.1
-95.52,18.63,VER,NLTVC,"NARANJAL, LERDO DE TEJADA",30.9
-98.51,21.84,VER,OLVVC,EL OLIVO,12.6
-97.1,18.85,VER,ORZVC,ORIZABA,37.6
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,79
-96.14,19.04,VER,PDTVC,PASO DEL TORO,20.1
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,12.8
-97.25,19.58,VER,PERVC,PEROTE,0.1
-98.17,22.05,VER,PNCVC,PANUCO,15.7
-97.32,20.45,VER,PPNVC,PAPANTLA,24.7
-97.48,20.54,VER,PRCVC,POZA RICA,23.8
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,12.5
-95.82,17.83,VER,PVCVC,PLAYA VICENTE,76.8
-95.63,18.72,VER,RALVC,RADAR ALVARADO,22
-96.71,20.16,VER,RAUVC,EL RAUDAL,37
-96.55,19.35,VER,RNCVC,RINCONADA,0
-97.78,20.88,VER,SBTVC,SOMBRERETE,15.7
-95.18,18.45,VER,SIHVC,SIHUAPAN,1
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,12.5
-95.03,18.52,VER,SONVC,SONTECOMAPAN,130.3
-96.49,19.34,VER,TAMVC,TAMARINDO,0
-96.35,18.45,VER,TBLVC,TIERRA BLANCA,0
-96.97,19.38,VER,TCOVC,TEOCELO,76
-94.16,17.57,VER,TMOVC,TIERRA MORADA,184
-98.38,21.52,VER,TMPVC,TEMPOAL,14.2
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,81.9
-98.14,21.04,VER,TRRVC,TERRERILLOS,7.7
-97.42,20.95,VER,TUXVC,"TUXPAN, VER. AUTOMATICA",0.5
-97.4,20.96,VER,TXPVC,TUXPAN,13.8
-95.42,18.47,VER,TZAVC,TRES ZAPOTES,33.8
-95.7,18.08,VER,VAZVC,VILLA AZUETA,16.5
-96.11,19.15,VER,VERVC,VERACRUZ,16.8
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,9.5
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,39.6
-96.85,19.55,VER,XCFVC,XALAPA CFE,48.3
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,43.4
-96.96,18.83,VER,ZONVC,ZONGOLICA,37.9
-89.35,19.83,YUC,BECYC,BECANCHEN,15.5
-90.38,20.86,YUC,CELYC,"CELESTUN, YUC. AUTOMATICA",0
-88.47,20.39,YUC,CHIYC,CHANCHICHIMILA                      *,21
-89.68,20.65,YUC,CHOYC,CHOCHOLA,0.3
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,96.8
-87.78,21.52,YUC,CYOYC,EL CUYO,10.5
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,81.2
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,76
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,42.2
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,45.6
-89.28,21.08,YUC,MTOYC,MOTUL,33.5
-89.71,20.49,YUC,MUNYC,MUNA,20.9
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,65.7
-88.95,19.96,YUC,PETYC,PETO,34
-89.6,21.3,YUC,PROYC,PROGRESO,63.5
-89.54,20.4,YUC,TICYC,TICUL,24.5
-88.17,21.16,YUC,TIZYC,TIZIMIN,56
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",9.5
-88.2,20.7,YUC,VALYC,VALLADOLID,47.8
-103.23,22.33,ZAC,ACHZC,ACHIMEC,72.7
-103.46,21.81,ZAC,ATGZC,ATOLINGA,15.2
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,39.7
-102.89,22,ZAC,CHIZC,EL CHIQUE,37.8
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,49.5
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,45.5
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,12
-104.05,22.61,ZAC,ELPZC,EL PLATANITO,22.3
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,36.9
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),50
-102.89,23.17,ZAC,FREZC,FRESNILLO,24
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,59
-102.51,22.75,ZAC,GPEZC,GUADALUPE,50.4
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,44.8
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,5.2
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,47.5
-103,22.64,ZAC,JERZC,JEREZ,38
-102.57,22.78,ZAC,LBUZC,LA BUFA,23.8
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,20.5
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,28
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,53.2
-103.38,22.84,ZAC,LOBZC,LOBATOS,24
-101.99,22.26,ZAC,LORZC,LORETO,61.5
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,20.9
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,3
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,0
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,41.2
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,52.3
-102.27,22.58,ZAC,OCAZC,OJO CALIENTE,43.8
-102.8,22.35,ZAC,PALZC,PALOMAS,46.4
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,24.8
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,46.8
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,9.4
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,3.5
-103.51,24.29,ZAC,SGOZC,SANTIAGO,0.3
-103.64,23.64,ZAC,SOMZC,SOMBRERETE,11.5
-103.5,22.33,ZAC,STEZC,SANTA TERESA,32.1
-103.11,22.93,ZAC,STRZC,SANTA ROSA,31.8
-102.87,22.1,ZAC,TAYZC,TAYAHUA,35.9
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,14.5
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,25.7
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,56.8
-103.31,21.77,ZAC,TLLZC,TLATENANGO,47.3
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,10
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,55.1
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,57.6
-103.34,21.6,ZAC,VILZC,VILLITA,57.5
-102.58,22.76,ZAC,ZACZC,ZACATECAS,1.4
