LON,LAT,ESTADO,CVE_SIH,NOMBRE_ESTACION,AGO
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,421.2
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,35.2
-98.77,22,SLP,TMISL,TAMUIN,210.9
-98.77,22,SLP,TMISL,TAMUIN OBS,210.9
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,250
-98.76,21.24,SLP,TMTSL,TEMAMATLA,579
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,0
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,31.2
-110.22,30,SON,ACNSO,ACONCHI,90
-111.73,30.72,SON,ALTSO,ALTAR,64.8
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,236
-109.54,31.33,SON,APTSO,AGUA PRIETA,69
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,89
-109.09,30.07,SON,ARISO,ARIBABI,53.5
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,94.3
-110.17,30.34,SON,ARZSO,ARIZPE,109.7
-110.24,30.6,SON,BCNSO,BACANUCHI,144.3
-108.93,30.36,SON,BCRSO,BACERAC,68
-109.97,27.3,SON,C1CSO,C. 1200 Y CANAL BAJO,103
-110.01,27.48,SON,C2CSO,C. 200 Y CANAL BAJO,72.5
-109.98,27.41,SON,C6CSO,C. 600 Y CANAL BAJO,94
-109.63,27.42,SON,CCRSO,COCORAQUE,37.7
-109.9,27.78,SON,CHCSO,CHICULI,119.8
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,45
-110.74,29.47,SON,CJNSO,EL CAJON,57.8
-109.94,27.5,SON,COBSO,CIUDAD OBREGON,110.5
-110.18,27.3,SON,CP1SO,C. 4 Y PROLONGACION 12,51.3
-110.25,27.43,SON,CP6SO,C. 4 Y PROLONGACION 6,49.3
-109.64,27.24,SON,CRCSO,CARCAMO,165.1
-108.76,26.6,SON,CZNSO,CAZANATE,74.9
-109.23,29.2,SON,ECBSO,EL CUBIL,53.8
-109.64,28.95,SON,EN2SO,NOVILLO II,187.4
-110.8,27.95,SON,EPLSO,EMPALME,143.6
-110.85,27.95,SON,GYMSO,GUAYMAS,112
-110.92,29.07,SON,HM2SO,HERMOSILLO OBSERVATORIO,107.5
-110.93,29.07,SON,HMNSO,HERMOSILLO,70.7
-109.9,27.71,SON,HORSO,HORNOS,66.6
-108.96,30.21,SON,HSHSO,HUACHINERA,112
-110.89,30.76,SON,IMRSO,IMURIS,67.4
-110.39,28.43,SON,IRASO,P. IGNACIO R. A LA TORRE,114.5
-109.9,27.71,SON,K14SO,KM. 14 DE CANAL ALTO,70.2
-108.87,27.64,SON,K25SO,KM. 25 DE CANAL ALTO,66
-109.87,27.56,SON,K39SO,KM. 39 DE CANAL ALTO,112.8
-109.86,27.35,SON,K68SO,KM. 68 DE CANAL ALTO,102
-109.93,27.48,SON,K91SO,KM. 91 DE CANAL ALTO,121
-109.39,30.44,SON,LCDSO,PRESA LA ANGOSTURA,49.4
-110.14,29,SON,MZTSO,MAZATAN,133.6
-109.69,30.37,SON,NCZSO,NACOZARI,92
-110.95,31.32,SON,NGLSO,NOGALES,45.4
-109.44,27.07,SON,NVJSO,NAVOJOA,51.3
-112.85,31.87,SON,NYNSO,SONOYTA,111.2
-109.93,27.37,SON,OBOSO,OBSERVATORIO CIUDAD OBREGON,122.7
-110.71,29.23,SON,ORGSO,EL OREGANO,141.7
-109.08,29.43,SON,PDNSO,PASO NACORI,74.8
-109.63,28.98,SON,PECSO,PRESA PLUTARCO ELIAS CALLES,160.7
-109.93,27.6,SON,PFDSO,PORFIRIO DIAZ,108
-110.43,29.4,SON,PMOSO,EL MOLINITO,83.5
-113.58,31.3,SON,PT2SO,PUERTO PE—ASCO,17.4
-110.31,28.34,SON,PTASO,PUNTA DE AGUA,156.3
-112.12,30.7,SON,PTQSO,PITIQUITO,29
-111.02,30.05,SON,QRBSO,QUEROBABI,37.7
-110.57,29.71,SON,RAYSO,RAYON,93
-108.88,27.41,SON,SBNSO,SAN BERNARDO,213.3
-110.35,28.71,SON,SJPSO,SAN JOSE DE PIMAS                   *,142.5
-111.45,30.39,SON,SRSSO,SANTA ROSA II,88
-109.5,29.53,SON,TPCSO,TEPACHE,104.2
-109.21,27.66,SON,TSOSO,TESOCOMA,137.3
-110.29,27.64,SON,VCMSO,VICAM,126.3
-109.84,27.13,SON,VJZSO,VILLA JUAREZ,28
-108.92,28.37,SON,YC2SO,"YECORA, SON. AUTOMATICA",2.5
-108.93,28.37,SON,YCRSO,YECORA,87.6
-91.48,17.43,TAB,BDCTB,BOCA DEL CERRO,263.7
-93.41,17.81,TAB,CARTB,CARDENAS,151
-92.92,17.98,TAB,EMUTB,VILLAHERMOSA,167.4
-92.81,18.04,TAB,EPOTB,EL PORVENIR,163.4
-92.92,17.97,TAB,GABTB,GAVIOTAS,167.1
-93,17.98,TAB,GONTB,GONZALEZ,169
-92.6,17.77,TAB,MACTB,MACUSPANA,304.1
-92.93,17.98,TAB,OBSTB,OBSERVATORIO,151.7
-92.88,17.85,TAB,PNVTB,PUEBLO NUEVO,156.9
-92.94,17.57,TAB,PUYTB,PUYACATENGO,502.2
-93.29,17.98,TAB,SAMTB,SAMARIA,220.2
-92.92,17.5,TAB,SJOTB,SAN JOAQUIN,451.7
-91.16,17.79,TAB,SPTTB,SAN PEDRO,325.4
-92.82,17.47,TAB,TAPTB,TAPIJULAPA,539.7
-92.97,17.57,TAB,TEATB,TEAPA,493.7
-98.39,24.07,TAMPS,ABSTP,ABASOLO,179.5
-97.93,22.39,TAMPS,BALTP,BOMBAS ALTAMIRA,266
-99.12,24.08,TAMPS,BR1TP,EL BARRETAL I,78
-99.22,24.1,TAMPS,BRRTP,EL BARRETAL,86.4
-98.6,26.24,TAMPS,CDOTP,S-J-2-18 CIUDAD DIAZ ORDAZ,12.6
-98.8,26.25,TAMPS,CMGTP,S-J-2-11 CAMARGO,33
-99.25,26.92,TAMPS,CMRTP,MIER,63.3
-97.82,25.64,TAMPS,CONTP,CONTROL,38.3
-98.94,23.94,TAMPS,CORTP,CORONA,102.5
-99.17,23.72,TAMPS,CVCTP,CIUDAD VICTORIA OBSERVATORIO,233.4
-99.19,23.73,TAMPS,CVTTP,CD. VICTORIA (GERENCIA),217.7
-99.08,23.38,TAMPS,ENNTP,LA ENCANTADA,195.8
-98.69,22.62,TAMPS,ERCTP,PRESA ESTUDIANTE RAMIRO CABALLERO,165.6
-98.16,24.84,TAMPS,FDOTP,SAN FERNANDO,93
-99.12,22.83,TAMPS,LSRTP,LA SERVILLETA,147.4
-99.55,24.57,TAMPS,MAGTP,MAGUEYES,133.4
-97.52,25.83,TAMPS,MATTP,MATAMOROS,121.4
-97.84,22.28,TAMPS,MDRTP,MADERO,225
-99.04,26.37,TAMPS,MGATP,S-J-1-2 MIGUEL ALEMAN,0
-98.72,22.79,TAMPS,MGSTP,MAGISCATZIN,174.8
-99.43,23.92,TAMPS,MHGTP,MIGUEL HIDALGO,107.1
-98.92,26.23,TAMPS,MRGTP,PRESA MARTE R. GOMEZ,43.9
-98.9,24.05,TAMPS,PADTP,PADILLA,84.2
-97.8,25.8,TAMPS,PANTP,PUEBLO ANAHUAC,58.8
-98.75,23.73,TAMPS,PDMTP,PASO DE MOLINA,140.2
-98.9,24.14,TAMPS,PILTP,PILON,88.2
-99.55,24.23,TAMPS,PJMTP,PRESA PEDRO J. MENDEZ,137.3
-99.58,24.18,TAMPS,PVLTP,PUERTO DE VALLES,163.6
-99,22.85,TAMPS,RFRTP,RIO FRIO,114.8
-98,25.97,TAMPS,RIBTP,RIO BRAVO,15.2
-97.99,23.26,TAMPS,RSPTP,REPUBLICA ESPAÒOLA,245.5
-98.88,26.17,TAMPS,RYNTP,S-J-2-9 REYNOSA,35.5
-99.09,23.02,TAMPS,SBNTP,SABINAS,180.1
-98.87,22.78,TAMPS,SDATP,PRESA SACA DE AGUA,162.3
-98.79,23.08,TAMPS,SGBTP,SAN GABRIEL,193.7
-98.21,23.77,TAMPS,SLMTP,SOTO LA MARINA,271.9
-98.8,22.95,TAMPS,SLZTP,PRESA SAN LORENZO,185
-97.88,22.24,TAMPS,TMPTP,TAMPICO,234.2
-98.42,22.42,TAMPS,TMSTP,TAMESI,146.4
-97.8,25.91,TAMPS,VCATP,VILLA CARDENAS,58.5
-98.55,23.97,TAMPS,VGRTP,PRESA VICENTE GUERRERO,170.1
-97.8,25.7,TAMPS,VHMTP,VALLE HERMOSO,145.6
-98.1,19.4,TLAX,APITL,APIZACO,104
-98.56,19.59,TLAX,CPPTL,CALPULALPAN,63.3
-97.74,19.3,TLAX,CUATL,CUAPIAXTLA,56
-97.95,19.31,TLAX,HUATL,"Huamantla, Tlax.  SMN*",138.7
-97.91,19.32,TLAX,HMTTL,HUAMANTLA,50.9
-98.2,19.4,TLAX,OBSTL,OBSERVATORIO,146.4
-98.2,19.55,TLAX,SJATL,SAN JOSE ATLANGA,90
-98.18,19.12,TLAX,SPMTL,SAN PABLO DEL MONTE,120.8
-98.24,19.22,TLAX,ZACTL,ZACATELCO,99.2
-97.92,19.2,TLAX,ZITTL,ZITLALTEPEC                         *,112.1
-96.84,19.7,VER,ACAVC,ACATLAN,569.9
-96.59,19.5,VER,ACTVC,ACTOPAN,176.4
-94.14,18.14,VER,AGDVC,AGUA DULCE (CENTRO),101
-97.68,20.93,VER,ALAVC,ALAMO TEMAPACHE,235.9
-97.23,19.76,VER,ALTVC,ALTOTONGA,453.6
-95.44,18.58,VER,ARCVC,ANGEL R. CABADA,179.2
-96.72,19.71,VER,ATZVC,ATZALAN,435.3
-96.94,19.59,VER,BANVC,BANDERILLA,404
-96.93,19.48,VER,BRIVC,BRIONES,326.5
-95.74,18.37,VER,CACVC,CARLOS CARRILLO,140
-94.32,18.11,VER,CB2VC,PB2-LA CANGREJERA,248
-95.8,18.3,VER,CCLVC,CHACALTIANGUIS,260.2
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",254.4
-98.15,21.74,VER,CHYVC,PASO DE PIEDRAS (CHICAYAN),157.7
-97.55,21.07,VER,CLHVC,CHALAHUITE,90.6
-96.94,19.45,VER,COAVC,COATEPEC,405.4
-94.4,18.1,VER,COTVC,COATZACOALCOS,505.1
-96.37,19.36,VER,CRDVC,CARDEL,263.6
-96.65,19.32,VER,CRRVC,CARRIZAL,171
-95.3,18.14,VER,CTTVC,COATOTOLAPAN,217.9
-96.36,19.41,VER,ENRVC,EL NARANJILLO,139.5
-98.33,20.25,VER,ESPVC,EL ESPINAL,173.5
-96.16,19.07,VER,ETEVC,EL TEJAR,546.6
-95.56,18.27,VER,GARVC,GARRO,106.7
-98.44,21.78,VER,HGOVC,EL HIGO,33.8
-98.27,21.16,VER,HLSVC,LOS HULES,181.4
-96.95,19.18,VER,HTSVC,HUATUSCO,399
-98.48,20.53,VER,HUYVC,HUAYACOCOTLA,185.5
-96.55,19.4,VER,IDOVC,IDOLOS,198.2
-96.88,19.6,VER,INCVC,INGENIO CONCEPCION,336.8
-94.67,17.95,VER,JALVC,JALTIPAN,261.3
-95.03,17.43,VER,JCRVC,JESUS CARRANZA,308
-94.09,17.87,VER,JDCVC,SAN JOSE DEL CARMEN,310.5
-97.02,19.6,VER,JOYVC,LA JOYA,513.4
-95.35,18.25,VER,LAUVC,LAUCHAPAN,156.9
-94.3,18.1,VER,LCAVC,LA CANGREJERA,217
-95.45,18.23,VER,LCEVC,LA CEIBILLA,152.8
-97.23,18.92,VER,LGRVC,LOMA GRANDE,417
-96.98,20.05,VER,LIBVC,LIBERTAD,432.9
-96.39,19.26,VER,LOFVC,LOMA FINA,347.5
-94.92,17.42,VER,LPEVC,LAS PERLAS,247.3
-97.1,19.65,VER,LVRVC,LAS VIGAS DE RAMIREZ,116.1
-97.05,20.07,VER,MDTVC,MARTINEZ DE LA TORRE,397
-96.34,19.09,VER,MFAVC,MANLIO F. ALTAMIRANO,450.6
-94.52,17.97,VER,MINVC,MINATITLAN,405.5
-94.94,18.13,VER,MNZVC,MINZAPAN,163.2
-96.83,19.93,VER,MZNVC,MISANTLA,500.8
-96.87,19.65,VER,NAOVC,NAOLINCO,395.1
-95.52,18.63,VER,NLTVC,"NARANJAL, LERDO DE TEJADA",195.3
-98.51,21.84,VER,OLVVC,EL OLIVO,273.6
-97.1,18.85,VER,ORZVC,ORIZABA,496.4
-94.33,18.11,VER,PCNVC,PB1-LA CANGREJERA,438.5
-96.14,19.04,VER,PDTVC,PASO DEL TORO,469.6
-97.81,21.18,VER,PEMVC,PRESA EL MORALILLO,229.7
-97.25,19.58,VER,PERVC,PEROTE,128.6
-98.17,22.05,VER,PNCVC,PANUCO,200
-97.32,20.45,VER,PPNVC,PAPANTLA,136.5
-97.48,20.54,VER,PRCVC,POZA RICA,274
-98.34,21.29,VER,PSNVC,PLATON SANCHEZ,156.4
-95.82,17.83,VER,PVCVC,PLAYA VICENTE,354
-95.63,18.72,VER,RALVC,RADAR ALVARADO,282.5
-96.71,20.16,VER,RAUVC,EL RAUDAL,226.3
-96.55,19.35,VER,RNCVC,RINCONADA,136
-97.78,20.88,VER,SBTVC,SOMBRERETE,119.6
-95.18,18.45,VER,SIHVC,SIHUAPAN,383.7
-95.13,17.88,VER,SJEVC,SAN JUAN EVANGELISTA,75.8
-95.03,18.52,VER,SONVC,SONTECOMAPAN,492.1
-96.49,19.34,VER,TAMVC,TAMARINDO,114
-96.35,18.45,VER,TBLVC,TIERRA BLANCA,413
-96.97,19.38,VER,TCOVC,TEOCELO,442
-94.16,17.57,VER,TMOVC,TIERRA MORADA,391.5
-98.38,21.52,VER,TMPVC,TEMPOAL,138.8
-96.92,19.81,VER,TNCVC,TENOCHTITLAN,486.8
-98.14,21.04,VER,TRRVC,TERRERILLOS,236.8
-97.42,20.95,VER,TUXVC,"TUXPAN, VER. AUTOMATICA",34.2
-97.4,20.96,VER,TXPVC,TUXPAN,207.3
-95.42,18.47,VER,TZAVC,TRES ZAPOTES,161.5
-95.7,18.08,VER,VAZVC,VILLA AZUETA,210
-96.11,19.15,VER,VERVC,VERACRUZ,513.3
-96.58,19.02,VER,VTEVC,VILLA TEJEDA,196
-96.92,19.53,VER,XCEVC,XALAPA CENTRO,320.9
-96.85,19.55,VER,XCFVC,XALAPA CFE,279.1
-96.92,19.53,VER,XOBVC,XALAPA OBSERVATORIO,289.3
-89.35,19.83,YUC,BECYC,BECANCHEN,138
-89.58,20.5,YUC,CANYC,CANTAMAYEN,238.1
-89.68,20.65,YUC,CHOYC,CHOCHOLA,322.1
-89.98,20.98,YUC,CICYC,CENTRO DE INV.CIENTIFICA,258.1
-87.78,21.52,YUC,CYOYC,EL CUYO,127
-89.58,20.98,YUC,EZAYC,EMILIANO ZAPATA,199.7
-89.63,20.98,YUC,FAEYC,FUERZA AEREA,94.1
-89.66,20.98,YUC,GARYC,GERENCIA REGIONAL,151.6
-89.6,21,YUC,MEOYC,MERIDA OBSERVATORIO,191.8
-89.28,21.08,YUC,MTOYC,MOTUL,124
-89.39,20.29,YUC,OXKYC,OXKUTZCAB,194.9
-88.95,19.96,YUC,PETYC,PETO,250
-89.6,21.3,YUC,PROYC,PROGRESO,43.9
-88.15,21.59,YUC,RLAYC,R.LAGARTO,112.7
-89.54,20.4,YUC,TICYC,TICUL,207
-88.17,21.16,YUC,TIZYC,TIZIMIN,157.1
-89.05,20.18,YUC,TNTYC,"TANTANQUIN, YUC. AUTOMATICA",185.4
-88.2,20.7,YUC,VALYC,VALLADOLID,222.8
-103.23,22.33,ZAC,ACHZC,ACHIMEC,114.7
-103.46,21.81,ZAC,ATGZC,ATOLINGA,79.2
-102.97,22.82,ZAC,BTEZC,BOCA DEL TESORERO,82.9
-102.89,22,ZAC,CHIZC,EL CHIQUE,95.5
-101.39,24.62,ZAC,CORZC,CONCEPCION DEL ORO,79
-102.35,22.45,ZAC,CUAZC,CD. CUAUHT…MOC,45.5
-103.09,23.69,ZAC,ELCZC,EL CAZADERO,78.1
-102.04,22.67,ZAC,ELSZC,EL SALADILLO,47.4
-103.34,21.65,ZAC,EXCZC,P.MIGUEL ALEMAN (EXCAME),121.1
-102.89,23.17,ZAC,FREZC,FRESNILLO,92.3
-103.09,21.93,ZAC,GJAZC,JOAQUIN AMARO,120.5
-102.51,22.75,ZAC,GPEZC,GUADALUPE,60.4
-102.46,22.49,ZAC,GRCZC,GENARO CODINA,89.6
-103.4,24.28,ZAC,JALZC,JUAN ALDAMA,60.9
-103.11,21.4,ZAC,JCHZC,JUCHIPILA,96.5
-103,22.64,ZAC,JERZC,JEREZ,73.2
-102.57,22.78,ZAC,LBUZC,LA BUFA,51.9
-103.6,22.69,ZAC,LFLZC,LA FLORIDA,116
-102.66,23,ZAC,LLBZC,LLANO BLANCO                        *,47.3
-102.25,22.44,ZAC,LMOZC,LUIS MOYA,63
-103.38,22.84,ZAC,LOBZC,LOBATOS,115.6
-101.99,22.26,ZAC,LORZC,LORETO,17.7
-103.21,23.18,ZAC,LREZC,LEOBARDO REYNOSO,104.9
-103.44,24.29,ZAC,MGAZC,MIGUEL AUZA,43
-103.36,21.21,ZAC,MORZC,MEZQUITAL DEL ORO,185
-103.56,22.31,ZAC,MRSZC,MONTE ESCOBEDO,144.1
-102.85,21.36,ZAC,NCTZC,NOCHISTLAN,108.4
-102.27,22.58,ZAC,OCAZC,OJO CALIENTE,122.4
-102.8,22.35,ZAC,PALZC,PALOMAS,68.6
-101.4,22.12,ZAC,PINZC,PINO SUAREZ,14.2
-102.9,21.72,ZAC,PMOZC,PRESA MORALE—OS,63.4
-103.03,23.82,ZAC,RGRZC,RIO GRANDE,104.2
-102.88,24.32,ZAC,SFOZC,SAN FRANCISCO,54.1
-103.51,24.29,ZAC,SGOZC,SANTIAGO,13.8
-103.5,22.33,ZAC,STEZC,SANTA TERESA,144.4
-103.11,22.93,ZAC,STRZC,SANTA ROSA,87.8
-102.87,22.1,ZAC,TAYZC,TAYAHUA,109.5
-103.88,23.47,ZAC,TCHZC,CHALCHIHUTES,139.5
-103.46,21.47,ZAC,TGOZC,TEUL DE GONZALEZ  ORTEGA,156.6
-102.79,21.56,ZAC,TLAZC,TLALCHICHILA,71.5
-103.31,21.77,ZAC,TLLZC,TLATENANGO,98.3
-102.34,23.29,ZAC,VCOZC,VILLA DE COSS,6.8
-101.92,22.52,ZAC,VGOZC,VILLA GONZALEZ ORTEGA,44.1
-101.72,22.35,ZAC,VHGZC,VILLA HIDALGO,12.2
-103.34,21.6,ZAC,VILZC,VILLITA,49.7
-102.58,22.76,ZAC,ZACZC,ZACATECAS,59.9
